post_txt,is_slang
"{$PLZL}

Коррекция читаем была. Главное чтобы не завалилась сильно. Пока норм держится",0
"#китай
В Китае постепенно снимаются ограничения для туристов,  ограничения пропускной способности рейсов из Гонконга и Макао.
Довольно спекулятивный момент, тут нужно действовать аккуратно.
Прогнозы ещё в силе, если что-то произойдёт не так, я сразу об этом сообщу.
• {$VIPS}  - цель 18$
• {$BABA} {$9988} - цель 120$
• {$BIDU} - цель 139$
[&1259d379-90d5-481e-b450-4971992613ef](https://www.tinkoff.ru/invest/strategies/1259d379-90d5-481e-b450-4971992613ef)",0
{$ALRS} может дивы будут в форме брильянтов?,0
"{$SELG} Купил ещё
Недооценённый золотодобытчик
Жду ?????",0
"{$ARVL} давай мне сыпани по 0,39 ещё соточку",0
"{$ORUP}
Линия красивая.",0
"{$GAZP} Как думаете, скоро будет поцедура банкротства?",0
Банки РФ смогут применять пониженный риск-вес по требованиям к банкам из КНР и ОАЭ,0
"? Ввод жилья в РФ за 10 месяцев увеличился на 16,7%, до 84,36 млн кв. м - бодро отрапортовал вице-премьер М. Хуснуллин",0
"{$GAZP} Бреем хомяков?
Теже грабли?
? Второй раз?",1
"{$LIFE} объема с 11.00 нет совсем, ждемс",0
"{$RUAL} пробьём .40,, дальше ?",0
"{$RU000A1054W1}
А кто поможет посчитать, как такие цифры получились? У меня 3 шт было в портфеле, купон 18,95. Что за цифры?",0
"{$NGH3}
Еще немного до 2.36
Там докупаюсь",0
"{$NSVZ} спасибо данной папире
У кого яички размером с арбузы, кто на завтра будет переносить?",0
{$NGJ3} что показывает этот график? Шортсквиз,1
"{$CBOM}
На этой недели снова 10 крести - наверняка что-то затевается в акциях МКБ
Технический и вправду график акций выглядит в восходящем канале. Мультипликатору имеют среднее значении по рынку(10 крести всё-таки)
Поэтому сегодня докупаю акции",0
Акции и валюты больше не в моде?,0
"??Акционеры ММЦБ утвердили дивиденды за 1 пол. 2022 г.

Текущая дивидендная доходность составляет 6,91%.

- Информация по дивидендам ММЦБ $GEMA",0
"{$TCSG}
60% прибыли за 9 месяцев были заработаны в третьем квартале. Вроде бы как говорит о том, что показатели восстанавливаются. Но частичная мо#илизация может скорректировать данный тренд.",0
"{$COIN} еду в Питер. Решил пульс пощупать. У некоторых он прямо больше 100 ударов в минуту.Шортисты гонят на лонгистов и наоборот ?. Я вот и вшортах бываю и в лонгах, однако сам с собой не воюю. Тут в основном игроки собрались, любители острых ощущений и адреналинов, поэтому лишние передряги ни к чему. Мне лично хочется чтобы все здесь забрали профит у этих капиталистов",1
{$GAZP} ребята торги закончатся в 23.00 или ?,0
"#ЧТО_ДУМАЮТ_АНАЛИТИКИ

{$VZ}
Deutsche Bank
Bryan Kraft ????
Action - reiterated (hold)
Price target - 45
Date - 2023-01-17

Будь вкурсе - #NEWS_ROCKET
Пост создан автоматически.",0
"{$FIVE} Господа инвесторы, не подскажете в чем подвох? Только что посмотрел дивдоходность... Ну да, год не платили дивы... Но чтобы так!  P. S. Фак оформился полностью, пальца большого не хватало.",0
"{$NAM3} Хватит, дура, шортистам дай бабла!!

Взял 40шт.",1
"{$ISKJ} Многие пишут, что ждём 130, 140, 170... Написали и сразу акция вниз, совпадение?",0
{$PIKK} всем хороших выходных и хорошего настроения=),0
"{$OZON} так, давай прекращай там ниже 1402 спускаться ? сегодня обязан до 1440 дойти ??",0
"Получается не успели что ли? Можно было же ещё продавать пару дней. Хотя с другой стороны, чего бодаться из-за 3% со всеми желающими выйти.

{$USDRUB}",0
"??""Аэрофлот"" возобновит прямые рейсы из Москвы в Даламан (Турция) с 6 апреля.

С 6 по 27 апреля рейсы будут выполняться два раза в неделю, с 27 апреля — ежедневно, говорится в Telegram-канале авиакомпании.
#новости #прояви_себя_в_пульсе
{$AFLT}",0
Неделя прошла по графику!,0
"Привет всем, сегодня хороший день для торговли друзья",0
"ВНИМАНИЕ, прямо сейчас может быть коррекция рынка и он может ""просесть"". Поэтому продал свои акции с небольшой прибылью - подожду.",0
"{$SFTL}: ? Сегодня не видим даже смысла продавать акции с минимальным плюсом. Бумага из 3-го эшелона, но её ни разу не пампили. Надо, конечно, чуть подождать. Мы вам ничего не рекомендуем, просто как торговая идея?",0
"{$USDRUB} В глобальной экономике под словосочетанием «мировая валюта» подразумевают валюту, с помощью которой происходит большая часть транснациональных платежных операций, часто она выступает в роли главной резервной валюты.

Список мировых валют утверждает МВФ (Международный валютный фонд). В настоящее время этот статус имеют доллар США, евро, фунт стерлингов (GBP), швейцарский франк (CHF), японская йена (JPY), китайский юань.",0
"В середине сентября мы приняли участие в записи подкаста Тинькофф Инвестиций «Жадный инвестор».

?Какие компании чаще других подвергаются кибератакам в 2022 году?
?Какие есть планы у компании по выходу на новые международные рынки? 
?Кто инвестирует в $POSI?

На эти и другие вопросы в подкасте ответил IR-директор Positive Technologies Юрий Мариничев.

Послушать его можно здесь: https://www.tinkoff.ru/invest/social/profile/Tinkoff_Investments/84340baf-8b04-42ea-bf1d-f17125b271b6/

#PositiveInvesting #PositiveБиржа {$POSI}",0
"??Министр промышленности Чехии заявил, что ограничение цен на российский газ должно быть снято с повестки встречи министров энергетики ЕС, это политический инструмент, а не решение энергетического кризиса.

Чтож ты фраер сдал назад? ?
{$GAZP}",0
"{$GMKN} 

Участвую в конкурсе ?чисто по приколу, цена 1 акции по состоянию на 13.04.2023 17ч.00мин. Будет 15410??????

Не ИИР?

#норникельконкурс


Подробности  - https://www.tinkoff.ru/invest/social/profile/Pulse_Official/8befccca-5b21-41c0-beb8-0427686f7071?utm_source=share",0
{$SGZH} ну что бакс по 70 и дерево по 6-7 рублей ждем?,0
"{$ORUP} осталось только 147 лотов на ДР брокере, решил оставить, а тут продал все и купил 1 лот",0
{$RUGR} похоже скоро пойдет),0
"{$DSKY}
Детский мир уже вовсе не детский) 
??Вот это ралли конечно устроили. 
Логически должен падать, с другой стороны откуп был объемами очень даже ничего. 
Я думаю тонкостей выкупа гораздо больше, чем мы привыкли думать и явно есть ещё другие интересы. 
?В целом, склоняюсь к падению, осталось понять кто выкупал и для чего. 
?Кто в какой позиции и какая средняя?",0
"{$LNZLP} в краткосрок получится сделать 3700-3800 , как думаете?",0
{$BBBY} уже выше 5 снова,0
Подкупил Сбера и Роснефти на долгосрок.,0
"{$ASTR} нет смысла продавать, только держать",0
"{$SBER} Пошла жара. Кто хочет, выкупает просадку.",0
"{$VTBR} друзья Пульсяне. Подскажите пожалуйста кто знает, во сколько сегодня отчет у ВТБ выйдет?",0
"{$PLZL} Господа, почему у Лены уже + 1400 а мы стоим?)",0
{$SNAP} на ос обвалят ?,0
{$TRUR} маленькое начало!,0
"{$SBER} Путин 21 выступает, такой  пролив был перед мобилизацией. Знак?",0
"Я человек простой: через недельку лечу аэрофлотом – сразу покупаю акции аэрофлота. 
Если самолет взлетит, взлетят и акции; если мой самолет упадет, то и акции упадут. 
© Волчьи цитаты.",0
{$NGH3} что скажете друзья? Коррекция или дальше наверх поход? Я про лося своего. Вот думаю резать или ждать отката,0
"???Илон Маск, владеющий компаниями SpaceX и {$TSLA} пошутил, что намерен приобрести английский футбольный клуб ""Манчестер Юнайтед"" {$MANU} Соответствующие публикации Маск разместил в {$TWTR} Twitter.",0
"{$BLUE} у кого есть вебул и дружит с английским,  посмотрите там какая та новость вышла",0
"Чудо это то, что кажется не возможным но происходит)",0
"{$SBER} какие идеи по поводу завтра? 
Вниз ?? 
Вверх ? 
Цена 138,98",0
{$BRZ2} потолок на нефть ЕС будет согласован в ближайшие 48 часов. Граница $60-65.,0
"{$GAZP} {$SBER}  подготовка к встрече дружественных стран идет полным ходом... Хлеб да соль, как говорится и вот вам наши голубенькие по минимальной цене. Обычные люди об этом узнают в выходные, видимо.",0
"{$ROSN} отчёт отчёт,вы когда точно не знаете хоть не пишите",0
"{$CVNA} рост хороший, но учитывая что не так давно было около 300$…",0
{$YNDX} на 2058 была мысль на всю лезть … но …,0
"[&56cc48fd-ac4f-4e77-a29b-fd4d8f9e0197](https://www.tinkoff.ru/invest/strategies/56cc48fd-ac4f-4e77-a29b-fd4d8f9e0197)
В теме стратегий новенький, хотелось бы больше узнать. 
Могут ли различаться по времени и по действиям сделки ведущего и меня(по времени, или же по продаже)?",0
"Всех приветствую! Родео продолжается!

{$POLY} встал в лонг на всю котлету, ходят слухи, что до конца месяца можем сходить на 400+",0
"#идея_на_миллион
{$KZOSP} выставил покупку по 30.11. Первая цель 40.",0
"{$CNTL} {$IRKT} посмотрим, что сегодня принесут мои лоси.  Хотелось бы сходить на 15 и 70.  Но это влажные мечты ??

Будем наблюдать ?",1
"Добрый день! Кто-то может объяснить, за счёт чего цена акции так нестабильна и график так моросит?
{$POLY} {$SBER} 
#помощь_новичкам",0
{$LENT}  пробили RSI 50. Сейчас RSI 55 пробивает. Идем к RSI 70. Как раз до уровня??? #идея_на_миллион,0
{$NGG3} Хочется лонгонуть - шорти)) Ну давай попробуем делать наоборот чтоли)),1
"{$SBER} не понимаю, зачем Сбер продавать, если отличные дивы??????",0
"{$GAZP} хоть из штанов выпрыгивайте, а в коридор 160-165 в ближайшее время вернется, 5-10 дней",0
"{$RNFT} отдых и выше идём, планку взяли и Макс цена повышена",1
"Если цены на нефть повторят 2008 год, то фондовый рынок России от очередной коррекции ничего не спасёт. 

Пока рецессия и жесткая ДКП стран мира говорит именно о таком сценарии. 

#Россия #Нефть 

Я не держу в портфеле нефтегазовые компании.

[&cc5184b1-2ffb-4b15-a2d3-1336c769796a](https://www.tinkoff.ru/invest/strategies/cc5184b1-2ffb-4b15-a2d3-1336c769796a) {$EQMX} {$TMOS}",0
"{$POLY} сегодня пятница, должны ведь упасть",0
"{$MGTSP} в мостах планка, когда у нас то?",0
"Keurig Dr Pepper (#keurig, #keurigdrpepper) - американская компания, производитель безалкогольных напитков, базирующаяся в г. Плано, штат Техас.

Капитализация 54,8 млрд.$
EBITDA 3,4 млрд.$
P/E 30,2
Payout Ratio 59,9%
Дивидендная доходность 2,1%
Тикер: {$KDP}  (#NASDAQ)

#drpepper
#дивиденды",0
"{$ENPG} Кукл снова держит уровень, видимо изнасилование завтра продолжится",0
"{$BLNG}
Хватит фиксить копейки, айда 30+ 
Ребят 
Не иир",0
"{$BZUN} поставил на продажу по 11,65) ликвидность такая низкая что заявку в стакане видно)  а что,  а вдруг))",1
"Ну шо, народ, {$GAZP} - рОкета! ???
Где-то тут должен быть подвох, чтобы нам 25% подкинули с барского плеча, ага.
Не знаю, кто как, а немного прокатиться на волне я планирую. Как и шортить перед дивотсечкой, если шорт не прикроют, аккуратно найдя причины.
Заодно потянет вверх индекс. Грех не попользоваться, главное свалить вовремя.",1
"{$AWH} вот увидите немного осталось, и это рапира вырастит до 1$???",1
"{$USDRUB} в понедельник посмотрим как Тинькофф брокер относится к своими клиентам!
Если акции США и валюту $ не откроют то держат нас за дураков ???????????????
Так как санкции ЕС! По идеи значит должны открыть торги и дать хот бы выйти людям !
Меня сегодня с утра уже смутила картина что внеберживые торги были закрыты ( когда на выходных обычно были )",0
{$VKCO}  по ходу дела тут ВЕЧНЫЙ ШОРТ??????,1
"Изучаем результаты АФК «Система»: рост продаж привел к кратному увеличению чистого убытка

АФК «Система» (MOEX: AFKS) — частный инвестиционный холдинг, который обладает уникальными активами в разных секторах российской экономики. В 2022 году корпорацию включили в список крупнейших публичных компаний мира {согласно рейтингу Forbes Global 2000.}(https://www.forbes.com/lists/global2000/?sh=570d17bc5ac0)",0
"{$MGNT} можно смотреть вечно на три вещи.
На огонь
На воду
И как растет магнит )",0
"#ЖИВЫЕ ОБНОВЛЕНИЯ

Dow подскочил на 100 пунктов в пятницу после солидного отчета о занятости за август, сократив потери за неделю",0
{$UWGN} покупателей совсем не осталось,0
"{$SBER} все пишут про 170, но он просто продолжит расти ?

Накажет даже скинутые лонги бесконечным ростом. В конце года будет 500 ?",1
{$SPCE} Нормальный подход к делу?,0
{$LNZL} Почему это чудо не дают в шорт?,1
"??Обвал акций банков в США усилился. Это похоже уже на панику. 
Обвал акций банков происходит в США, Европе, Британии и может зацепить котировки Сбера.
[&0cb6e0fe-cec1-4bd7-a8c0-f7d2aaf9793a](https://www.tinkoff.ru/invest/strategies/0cb6e0fe-cec1-4bd7-a8c0-f7d2aaf9793a)
[&9bed3c78-e926-4c03-8d17-88319eb9d741](https://www.tinkoff.ru/invest/strategies/9bed3c78-e926-4c03-8d17-88319eb9d741)
{$SBER} {$SBERP}

#SBER #идея #дивиденды #портфель #обзор #трейдинг",0
"{$BBBY} возможно чаша начала рисоваться, но это не точно )",0
{$KZOSP} все? Отыграла свое??,0
{$GTHX} на 16 полет,0
"{$BABA} здравствуйте, посоветуйте брать акцию или ждать падения ?",0
"{$LKOH} {$ROSN} {$SIBN}   Забавно ,что дальше",0
{$SAVA} ахахах в итоге не сняли никаких подозрений вчера. Фейк был,0
"{$GEMC}

Продолжаем инвестировать по 50 рублей в день, сегодня очередь дошла до покупки $GEMC. 
Нормальный фундаментал (по старым отчётам) + диверсификация

Больше информации в профиле ?",0
{$NLMK}  не зря ждал и наконец прибыль #идея_на_миллион,0
"{$YNDX} продолжаем конкурс занимательных рисовашки. Картина ""Посол Посол Посол"" ?",0
{$POLY}  самые лучшие инвестиции в топливе ? золото …. Фото не грузит (,0
"#идея_на_миллион 
Не так часто слежу за новостями, но новости про нефть меня всегда интересуют. На фоне событий что {$LKOH} может выплатить дивиденды я решил купить. Но не смотря на это в мировом рынке нефть начинает расти, думаю это повод купить именно Лукойл ?",0
"{$MGNT}
В магнит я больше не вхожу. Не понравилось.",0
{$RNFT}  как думаете - за сто шестьдесят рублей сегодня перевалит наверно ??? ??,0
"{$BYND} может подтолкнем всем миром, чтобы 16 пробить? :)))",0
{$BILI} Казалось бы почти вышли из нисходящего тренда и тут бац-бац-бац ???,0
{$NLMK} и чего она сегодня решила порасти?,0
{$RIZ2} покупая рынок сейчас - это ошибка!,0
{$UWGN} ну всё сейчас начнётся,0
"{$KZOSP} люди, хватит продавать, 3 копейки прибыли для вас много?",0
"{$BBBY} доброго времени суток, господа и дамы. 
Вы готовы все вместе размножать хорошее??  чтобы плохому места просто не осталось?
Ну так размножайте!  А эту бумагу ниже 10 не продавайте!  Всё ещё будет, вы меня знаете, братья и сёстры!

 Всем мира в сердце, мудрости и добра?",0
{$GLDRUB_TOM} летим на 4200. Соотношения золота и доллара уже там,0
"{$NLMK} друзья, есть кто в шорте ниже 103 или я один залез?",1
"{$POLY} Всё полилось: доллар, золото, серебро. До куда упадем?",0
"{$USDRUB}

Хотите 100 рублей за доллар?!
А вот ?????????? вам",0
{$USDRUB} откатит на рубля 2?,1
"{$GAZP} для тех, кто пропустил.",0
"#aspct_idea #результаты

? {$QIWI} 

Первая цель ? - 360 - сделана ?
Срок ? - 30 дней
Доходность - +21%
Позицию держим

PS: кто заходил с нами поздравляю, едем дальше.",0
"{$SBER} я конечно рад, но нам бы откатиться чуть, чтобы докупить еще",0
{$GZZ2} Пробую взять шорт),1
{$BLUE} увидел 6.66 быть добру),0
"{$SPBE}, у брокера странные представления о дедоллоризации. Это неуважение к людям.",0
{$KRKNP}  тут делать нечего лучше в гмк или в красный Октябрь там толпа большая а тут не каждый может позволить такие дорогие акции,0
{$ESPR} есть такие кому среднюю обновили после перевода акций с альфы весной?,0
{$ASTR} чтоб она по 1.6 на пред рынке была всех выпустят и кто в позиции были в плюсе а халявы не было,0
{$BBBY} слишком много хомяков пойдём на дно ?,1
{$POLY} {$POLY} для тех кто начинает говорить о выходные были с 30-31.07 вот вам момент 257 ? 29.07.22 да не дошли до 240? ноя и не ванга что б быть точным до копейки??,0
"{$GTRK} до всех доехало, что акции выкупят по 82,5?))самыле легкие проценты))",0
"{$SFH3} {$SPY} если пробьём зелёную наклонную линию, то пойдём рисовать голову с плечами с целями вниз на 3400 в июне. 
Сам в шортах на небольшую позу от отметок в районе head на скрине.",1
{$VKCO} как думаете дойдет хотя бы до 500 в ближайшее время? (На этой неделе) зашёл по цене 477,0
{$SBER} рано брать?),0
ГТЛК хочет сдавать в лизинг грузовые дроны,0
{$RIDE} https://youtu.be/BZ_9mouGHRk скрины взяты отсюда. Это армейский прототип LMC на базе Эндюранс,0
"{$NDAQ} данная фигура называется Лосо Эрнандеса .
Внимательно это можно увидеть на графике насдак.
Лосо Эрнандеса это своего рода в честь танцора ночных клубов Пальмовая Ветвь .
Благодаря инерцию и силе движений тела .
В дальнейшем Эрнандеса
 зарекомендовал себя на бирже .",0
"{$BBBY} усреднил до 5, теперь можно оставить на таком уровне) всех с наступающим и терпения!",0
"{$BLUE} малыши продают здоровяки скупают? что думаете, пацаны",0
"Главный бенефициар акции @25cf055b-1543-47a8-b22e-4aa51b124f7b - {$MOEX}  )
#идея_на_миллион
Плюс дивиденды в мой ДР, принеси мне миллион, плиз)",0
"{$USDRUB} товарищи, а какие вообще есть варианты, кроме как продавать по такому курсу? Что можно купить тут на баксы, чтобы избежать заморозки после введения новых санкций?",0
"Акционеры ""Норникеля"" на внеочередном собрании одобрили уменьшение уставного капитала путем погашения казначейских акций, сообщила компания.

""Норникель"" после проведенного год назад buyback аккумулировал пакет казначейских акций в размере около 0,5% (791 тыс. 227 обыкновенных акций).

""Согласно пункту 3 статьи 72 закона ""Об АО"" приобретенные компанией собственные акции должны быть погашены по истечении одного года с момента их приобретения"", - объясняла компания.
{$GMKN}",0
{$RU000A104ZK2} интересный стакан перед открытием ???,1
"{$USDRUB} Когда купил рубли в конце ноября, и ждёшь 50",0
"{$PLZL}
Уже вплотную к 7к подбираемся) там будет много желающих продать я думаю. 
Даже не знаю, хватит ли запала.",0
{$FXCN} Нас просто могут поставить перед фактом продать за копейки или ждать ещё не известно сколько.,0
"Отчет по {$USDRUB}

Набирал позицию по 68.9
Продажу произвел по 71.55
Итого: +60.000р (чистыми, включая комиссии)

На недельном тайме подходим к верхней границе перекупленности, по дневке уже в космосе, должен быть откат в скором времени, будьте осторожны. После отката вновь буду собирать позицию. Но могут временно и выше свозить, не исключаю этого.",0
Турпоток россиян на Мальдивы и в Таджикистан вырос в два раза,0
"{$TCSG} час дурака ) до 11, не дергайтесь",0
Всех с новым годом счастья и здоровья ?,0
"{$KMAZ} расти видимо может одно г... 
Есть мысли?",0
"{$LKOH} 4587 в Лонг набор, 2 лота, на минималках)",1
"{$MTLR}
2 попытки пробить трендовую не увенчавшиеся удачей. 

Итог увели в минус на 1.5% 
Пока не закрываю позицию
Есть видение, что вернётся после следующего тоста тренда",0
"{$YNDX} 
Есть переселенцы из Альфа инвестиций с заблокированным Яндексом? Можно ли как то продать? Российские же акции",0
"Здравствуйте, думаю сегодня и в ближайшие 10 дней  {$PHOR} покажет  хороший рост, даже не думаю а уверен в этом.
Эти акции можно смело покупать и не переживать не о чём, как минимум хорошие дивиденды компания выплачивает.
А для тех кто хочет сберечь свои деньги и в добавок приумножить, лучше акции не найти. 
В ближайшие 20 лет как минимум, спрос на продукцию компании будет только расти. 
Всем удачи.",0
"{$MTSS} активно выкупают просадку, а я так и не понял чем она была вызвана…",0
{$NGG3} Пружина начала сжиматься ша стрельнет куда-то. Делайте ставки господа.,0
{$TRNFP} лучше порадуйте...кто успел докупить на 101000???,0
"$USDRUB. Отличная работа новостей, теперь экспортерам будет об кого выручку валютную закрывать, по факту ничего в сентябре не будет ?",0
{$ROSN} будем и дальше падать или к ночи подскочим до 280?,0
{$UWGN} ваш ставки дамы и господа. Завтра на 190 или на 160?,0
"{$GAZP} Ну что господа инвесторы, сегодня фиксим профит и на Мальдивы. Заскриньте экраны, это исторический курс Газика. Больше мы таких цифир не увидем ещё очень долго.",0
"{$MDMG} подскажите кто знает, брокер с дивов по данной бумаге удерживает НДФЛ, или надо самому его оплатить ?",0
{$SGZH} Опять 0.2 будем недели 2-3 набирать),0
{$ARVL} пока вы покупаете это Г оно не вырастит,0
{$SU26238RMFS4} пришли купончики?,0
"{$VKCO} продавят уровень 440 к гадалке не ходи. И тогда следующая остановка 415, но не факт что последняя. 415 мощный уровень конечно по объемам, но вполне возможно, что бОльшая часть из них была слита вчера",0
{$TSLA} ну что на 125 уйдём или до 101 снова?),0
{$USDRUB} т.е. таки запрет на торговлю будет? К этому этот жирный намек сегодня?,0
"Регистрируемая безработица в РФ понизилась до 0,8%",0
"{$ORUP} фиксируем цену и продаём, не вижу дальше перспектив",0
Росфинмониторинг: финансовые организации должны заморозить средства и имущество Meta,0
"{$GAZP}
Весь портфель зелёный, один Газпром красный",0
"{$SPCE} ой какой боковичек
Куплю пожалуй и ещё на пару ??
Скоро взлетаем ??????",1
"{$RNFT} щас чуть откат и еще 5% даст 
Не иир",0
"{$ROSN} ПАО «НК «Роснефть» Решения совета директоров (наблюдательного совета)
Контекст:
1. 1) Выплатить дивиденды по результатам 9 месяцев 2022 года в денежной форме в размере 20 руб. 39 коп. (двадцать рублей тридцать девять копеек) на одну размещенную акцию.",0
{$DSKY} продавайте много акции есть с перспективой на будущее,0
"{$ALRS} наблюдаю за коррекцикй АЛРОСА в целом выглядит позитивно, необходимо определить либо это еще коррекция волны Эллиота  3-4 либо восходящий  импульс 4-5. по барному анализу заходил бы в небольшой шорт при продавлмвании бара  на 13 часов либо в лонг на поглощении, стоп соответственно с обратной стороны.",1
"Еще в процессе идея с {$AFLT} , где очень хорошо развивается движение — с момента публикации за 3 недели акции выросли на 15%. И цель уже очень близка",0
{$CHMF} Хотелось бы сходить на 800....,0
"{$RIOT} {$MARA} {$CLSK} {$MSTR} 
Приунывший биток вытирает сопли (уровень боли - 15630$) и собирает волю в кулак, смотрим…",1
{$NGG3} это был последний откат?),0
{$MGNT} лонгусты усредняются . Значит намного ниже уедем.,0
"{$TRUR} в событиях пишет продано,деньги не пришли и заявка на продажу все ещё висит?",0
"{$BBBY} нашёл вот такой занятный комментарий на подумать, ваши мысли?",0
"{$DNA} 

Bioweg и Ginkgo Bioworks объявляют о партнерстве для разработки экономичных и эффективных материалов на биологической основе для сокращения использования микропластиковых загрязнителей

Bioweg and Ginkgo Bioworks Announce Partnership to Develop Cost Effective and Efficacious Bio-Based Materials to Reduce the Use of Microplastic Pollutants

# sosisochniyparser",0
"{$GAZP} Продал по 168,2... Теперь, по закону подлости, можно и расти, что уже бл и происходит.... ((!",0
"{$BABA} ну что сегодня увидим на ОС? По ТА на дневке однозначный разворот, на остальных тогруется выше средней скользящей. Выглядит неплохо. А вот пойдет ли вверх?",0
"Интересно, на следующей неделе так же спокойно будет на бирже? 
Слежу за #xiaomi, #ozon, #mgnt",0
{$LNZLP} Пошла в небольшой приятный рост!,0
{$ROSN} Роснефть вообще собирается подниматься ?? Ваши предположение на след неделю ?,0
"{$COIN} закрывайте шорты , пока не поздно",1
"#Статистика 
? Инфляция в ЕС без изменений — позитив для рынков.

Базовый индекс потребительских цен в ЕС (сент): 1.0%

Прогноз: 1.0%
Предыдущий показатель: 1.0%

Индекс потребительских цен (ИПЦ) (г/г) (сент): 9,9%

Прогноз: 10.0%
Предыдущий показатель: 9,1%

Базовая инфляция без изменений, рынок энергоресурсов продолжает толкать цены, что повысило обычную инфляцию. 

Несмотря на это, ИПЦ все еще ниже прогнозов.",0
"{$CHMF} есть у меня еще аккаунт, в другом банке, там я долгосрочный инвестор) ну как же приятно, когда ты купил акцию неделю назад в надежде заработать 10% максимум, ведь везде по прогнозам аналитиков она больше 1000 р за штуку не должна была вырасти, а она так отросла. Больше половины позиции я зафиксировала. На чем этот рост бешеный, я так и не поняла ????но все равно спасибо ?",0
"#ЧТО_ДУМАЮТ_АНАЛИТИКИ

{$ROKU}
Roku целевая цена ? снижена ?
$90  ?  $120
Truist

{$ULTA}
Ulta Beauty целевая цена ? повышена ?
$505  ?  $485
Oppenheimer

{$APA}
APA Corp. целевая цена ? повышена ?
$50  ?  $45
MKM Partners

{$EOG}
EOG Resources целевая цена ? повышена ?
$130  ?  $122
MKM Partners

{$COP}
ConocoPhillips целевая цена ? повышена ?
$118  ?  $110
MKM Partners

Будь вкурсе - #NEWS_ROCKET
Пост создан автоматически.",0
{$GAZP} Правительство РФ выдало «Газпрому» директиву с рекомендацией выплатить дивиденды за I полугодие,0
{$GAZP} нежданчик честно говоря ?,0
{$ORUP} завтра тоже будем с утра трястись ?),0
{$BBBY} Я понял. Мы обратили внимание на нее. Она и скукожилась. Давайте не обращать на нее внимание пока она 25 не будет стоить. А там все дружно отматрасим и бросим,0
"{$USDRUBF} Тинькофф - жуль?.
Каждый раз он продаст вам на 20-30 копеек выше заявленной цены, по пику тени свечи. По цене, которая будет недоступна в ближайший период времени в принципе.",0
"Золотопромышленники попросили власти выкупать излишки в Гохран или ФНБ. В противном случае добыча остановится, а они сядут на шею государству, предупредили они на совещании в Совфеде. @banksta",0
{$ROSN} дивиденды уже нарисовали,0
{$BELU} когда можно будет продавать после дивов? Какого числа?,1
"{$NGF3} смотрите какой баг показали мне на базе ,я в шортах сердце чуть не остановилась )))",1
[&4fd18791-5362-47dd-8368-d004b764fb4b](https://www.tinkoff.ru/invest/strategies/4fd18791-5362-47dd-8368-d004b764fb4b) Татнефть пошла вниз....,0
{$USDRUB}  снова на 120??,0
"{$USDRUB} 

Есть вариант для входа в лонг.
Соотношение риск/прибыль неплохие.

Стоп под нижней гранью проторговки в районе 68.30.

Тейк на уровне ближайшего уровня сопротивления, который также совпадает с уровнем третьего касания, - 70.50.

Сейчас чётко просматривается стандартная структура «импульс - проторговка - импульс».
Как раз последнего элемента и не хватает)",1
{$RTKM} что за позитив? Что произошло? Почему ростем? Вечером вниз?,0
"{$GAZP} побойтесь бога, не лезьте сюда...",0
"{$GAZP} Наиглупейшая политика, бей своих чтоб чужие боялись, ни к чему хорошему не приведёт.",0
"{$GMKN} рынок вершину рисует. Росли на закрытии шортов я полагаю, других индикаторов роста просто нет. Стою в шортах по всему рынку практически",1
{$MSNG} а когда собрание акционеров и объявление дивиденды?,0
"{$AAPL} все падает, а мы растем ??",0
"{$GAZP} Поставки по ""Северному потоку"" прекращены на 3 дня в связи с началом ремонта агрегата, следует из данных немецких газотранспортных операторов",0
"Скорректировалось моё место в #кубок_рич 
Вот оно - почётное 57 !!! ?",0
"{$MARA} @01253756-94dc-481a-8428-13fbeaabfcc8 проведи тренды посмотри так. Может, конечно, провалить вниз. Но я бы сначала ждал текст этих трендов и отскок от них. Да и просто скользяшки может протестить",1
"{$ALRS}
Не имей 3-х друзей, а имей 1 , но правильного, кошмар... Рынки штормит от этой новости, или нет... 
Не ИИР не ИИС...",0
{$PLZL} МаммаМиа!! Уже и  Хайзенбергу должно стать страшно??,0
"{$CNYRUB} че за комиссия конская 
На 10 лотоф комиссия 220 р",0
{$LIFE} объём в стакане появился,0
{$RIZ2} а у всех вариационная маржа отображается неверно на текущий момент?,0
Выплата дивидендов по 780 р за акцию будет после даты закрытия реестра. Датой закрытия реестра для получения дивидендов установлено 3 октября. Дивиденды начисляются даже на акции купленные на заемные средства брокера. {$PHOR},0
"Ты почувствуешь
Ты поймёшь
И если ты заглушишь чувства 
И если ты струсишь 
Судьба тебя накажет
И отдаст все другому 

Будь этим другим
Не будь слабым и трусливым 
И если ты не побоишься уйти
И потерять что есть ради лучшего

Тогда ты получишь то, о чем не мечтаешь
Судьба всегда с тобой",0
"{$TCSG} выйду пока в плюсе, лучше играть на рынке, когда знаешь, что за негатив",0
"Вот это инвестиции, вот это я понимаю)) ?
{$SPBE}",0
"#PHOR +0.22%

«Фосагро» намерена проиндексировать зарплату сотрудников на 15% {$PHOR}",0
"{$GAZP} ок бро , жду мк",0
{$YNDX} кудряш все выкупит ???все кто продал останиться без трусов???,0
Экс-представителя «Аэрофлота» в Британии осудили на 13 лет колонии за госизмену,0
